list_uvi,imo_registry,previous_name,yr_name_chng,call_sign,port_regist,flag,rs_cl_notation,oth_notation,type,subtype,date_build,country_build,GT,tonnage,deadweight,displacement,length_overall,rule_length,beam,mld_breadth,height,draught,speed,type_power,engine,nb_pwr_motor,nb_typ_proplr,nb_blade,nb_pwr_generator,nb_boiler,typ_boiler,pressure,heating_surf,owner,ship_name,fishing_gear,engine_power
141618,9796846,LUCHEGORSK,2016.0,UBFO9,Nakhodka,Russia,KM* (REF) fishing vessel,,Fishing,Side-fishing,19.10.2015,China,1475,460,96,2378,74.9,65.0,11.0,11.0,7.0,4.0,14.0,Diesel,"Built ME: 2014
Country Construction: China
The number and power of ME: 1*2000
Mark ME:",,1 - Fixed pitched solid propeller,5,3*740 1*550,0,,0.0,0,"PREOBRAZHENSKAYA BASA OF TRAWLING FLEET, PUBLIC JOINT-STOCK COMPANY
Address:Russia, 692998 Primorskiy kr., Lazovskiy r-n, pos.Preobrazhenie, ul. Portovaya, d. 1
IMO:1529360
Email:general@pbtf.ru, sbm@pbtf.ru; mss@pbtf.ru
Company Website:",LUCHEGORSK,[Others],2000.0
734794,7234868,MAYBORG,2008.0,UDFF,Petropavlovsk-Kamchatsky,Russia,KM* L4 (REF) fishing vessel,,Fishing,"Stern Trawler, Trawler, Refrigerated cargo machinery",01.09.1973,Spain,1514,456,89,2535,74.6,65.2,12.0,11.0,7.0,5.0,12.0,Diesel,"Built ME: 1995
Country Construction: Finland
The number and power of ME: 1*2460
Mark ME: 6R 32E",,1 - Controllable pitch propeller,4,1*1600 1*996 1*180,0,,0.0,0,"AO ""RK ""MALKINSKOE""
Address:Russia, 684000 Kamchatskiy kray, Elizovskiy r-n, g. Elizovo, ul. Vitaliya Kruchiny, d.19 A
IMO:
Email:svkmss770@mail.ru
Company Website:",MAYBORG,[Trawler],2460.0
843224,8228658,????-0668,2005.0,UHII,Murmansk,Russia,KM(*) L3 R2 fishing vessel,,Fishing,"Stern Trawler, Shrimp trawl, Pair trawler",24.10.1984,USSR,117,35,3,174,25.0,22.0,7.0,6.0,3.0,2.3,9.5,Diesel,"Built ME: 1984
Country Construction: German Democratic Republic
The number and power of ME: 1*220
Mark ME: 6NVD 26A-2",,1 - Fixed pitched solid propeller,4,1*12 1*24,0,,0.0,0,"Farming production cooperative ""Fishing collectine farm ""Osvobozhdenie"" of Arkhrybkolkhozsoyuz
Address:Russia, 163000 Arkhangelsk, Novgorodskiy pr., 113, korpus 1, office 3
IMO:1562460
Email:osvobogdenie-rk@mail.ru
Company Website:",MAYDA,[Trawler],220.0
901430,8607359,MAIRONIS,2015.0,UDSA,Petropavlovsk-Kamchatsky,Russia,KM(*) L1[1] AUT2 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Potting",27.08.1990,German Democratic Republic,7765,2329,337,9261,120.4,108.1,19.0,19.0,12.2,6.6,15.5,Diesel,"Built ME: 1990
Country Construction: Spain
The number and power of ME: 1*5920
Mark ME: 16V32/40",,1 - Controllable pitch propeller,4,2*1200 1*3200,0,,0.0,0,"MAGADANTRALFLOT CO LTD
Address:Russia, 683013 Petropavlovsk-Kamchatskiy, ul. Shturmana Elagina, 43
IMO:
Email:priem@akros.ru
Company Website:",MAIRONIS,[Trawler],5920.0
850810,8722769,,,UALO,Vladivostok,Russia,KM(*) L3 (REF) fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Purse net",13.03.1986,USSR,795,238,38,1220,54.8,50.0,9.9,9.0,5.0,4.1,12.0,Diesel,"Built ME: 1985
Country Construction: German Democratic Republic
The number and power of ME: 1*853
Mark ME: 8NVD 48-2U",,1 - Controllable pitch propeller,4,4*160,0,,0.0,0,"""VOSTOK-JAPAN"", JOINT-STOCK COMPANY
Address:Russia, 690039 Vladivostok, ul. Russkaya, 17
IMO:
Email:polarvl@mail.ru
Company Website:",MALTSEVO,[Trawler],853.0
811407,8038027,,,UBJW,Petropavlovsk-Kamchatsky,Russia,KM(*) L3 fishing vessel,,Fishing,Stern Trawler,30.07.1982,USSR,172,51,6,326,33.9,30.0,7.0,7.0,3.6,2.0,9.1,Diesel,"Built ME: 1980
Country Construction: German Democratic Republic
The number and power of ME: 1*224
Mark ME: 8NVD 36-1U",,1 - Fixed pitched solid propeller,3,1*86 1*54 1*28,0,,0.0,0,"TERTEY-FLOT CO., LTD
Address:Russia, 684014 Kamchatskiy kray, Elizovskiy r-on, p. Nagornyy, 19 km, territoriya p/f ""Vostochnaya""
IMO:5070777
Email:ooo_flot@mail.ru
Company Website:",MANEVRENNYY,[Trawler],224.0
835242,8313506,ANYO MARU ? 15,1992.0,UHYH,Vladivostok,Russia,(KM)* R1 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery",02.11.1983,Japan,826,271,53,1370,58.0,51.8,9.0,9.0,6.0,3.9,14.0,Diesel,"Built ME: 1983
Country Construction: Japan
The number and power of ME: 1*1913
Mark ME: AH-40 AD",,1 - Controllable pitch propeller,4,2*320,0,,0.0,0,"""DALRYBVTUZ"", FSFEI HPE
Address:Russia, 690087 Vladivostok, ulitsa Lugovaya 52-b
IMO:1566171
Email:festfu@mail.ru
Company Website:",MARIYA,[Trawler],1913.0
877230,8702408,FENGUR,2010.0,UDBS,Murmansk,Russia,KM* Ice1 fishing vessel,,Fishing,,28.10.1988,Denmark,2978,893,127,3240,69.0,62.6,15.0,15.0,10.9,5.6,14.0,Diesel,"Built ME: 1988
Country Construction: Finland
The number and power of ME: 1*3330
Mark ME:",,1 - Controllable pitch propeller,4,1*760 1*360 1*1760,0,,0.0,0,"NORTH WEST CRAB CATHING COMPANY LTD
Address:Russia, 183038 Murmansk, ul. Tralovaya, 43
IMO:
Email:mls@vrm.ru
Company Website:",MARKLIUBOVSKII,,3330.0
897075,7821960,?????,2014.0,UCOL,Petropavlovsk-Kamchatsky,Russia,(KM)* (REF) fishing vessel,,Fishing,,01.02.1979,Japan,761,310,53,1491,56.0,48.0,9.0,9.0,5.6,4.2,11.0,Diesel,"Built ME: 1979
Country Construction: Japan
The number and power of ME: 1*1900
Mark ME: AH 40AKD",,1 - Controllable pitch propeller,4,2*250 1*100,0,,0.0,0,"SCHAPINO CO LTD
Address:Russia, 683000 Petropavlovsk-Kamchatskiy, ul. Leninskaya, 36 a/ya25
IMO:
Email:
Company Website:",MARKUL,,1900.0
831928,8227680,,,UHHY,Nevelsk,Russia,KM(*) L3 fishing vessel,,Fishing,"Side Trawler, Seiner, Drift net, Purse net",31.05.1984,USSR,168,50,8,327,34.0,29.9,7.0,7.0,3.6,2.0,9.0,Diesel,"Built ME: 1983
Country Construction: German Democratic Republic
The number and power of ME: 1*224
Mark ME: 8NVD 36-1U",,1 - Fixed pitched solid propeller,3,2*75 1*28,0,,0.0,0,"""KURILSKIY RASSVET"", JOINT-STOCK COMPANY
Address:Russia, 694550 Sakhalinskaya oblasty, Severo-Kurilsk, ul. Naberezhnaya 2
IMO:1834046
Email:
Company Website:",MARLIN,"[Trawler, Seiner]",224.0
836118,8223749,????? ?????????,2013.0,UDLV,Nevelsk,Russia,(KM)* fishing vessel,,Fishing,"Fish factory, Stern Trawler, Refrigerated cargo machinery",05.07.1983,Japan,844,286,53,1363,58.6,51.9,9.8,9.8,6.1,3.9,15.0,Diesel,"Built ME: 1983
Country Construction: Japan
The number and power of ME: 1*1912
Mark ME: 6MG 40CX",,1 - Controllable pitch propeller,4,2*320,0,,0.0,0,"ROSFISHFLOT Co., LTD
Address:Russia, 693011 Sakhalinskaya obl., Yuzhno-Sakhalinsk, ul. Chekhova, d. 72, office 17
IMO:5632161
Email:rosribflot@mail.ru; liam-m@mail.ru
Company Website:",MARS,[Trawler],1912.0
851993,8522250,,,UAIX,Murmansk,Russia,KM(*) L2[1] AUT2 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Purse net, Fish processing",31.10.1985,German Democratic Republic,1895,568,91,2667,62.2,55.0,13.8,13.0,9.0,5.0,12.9,Diesel,"Built ME: 1992
Country Construction: Finland
The number and power of ME: 2*975
Mark ME: 6R 22MD-D",,1 - Controllable pitch propeller,4,1*640 2*568,0,,0.0,0,"GELA LTD
Address:Russia, 184365 Murmanskaya obl., Kolskiy r-on, pgt.Molochnyy, ul.Stroiteley, 26
IMO:5177028
Email:gela@polarnet.ru
Company Website:",MARTHAARENDSEE,[Trawler],1950.0
900422,8832617,,,UEDS,Petropavlovsk-Kamchatsky,Russia,KM(*) L2 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Seiner, Drift net",20.09.1990,USSR,459,137,20,781,44.8,39.5,9.4,9.0,5.1,3.7,11.5,Diesel,"Built ME: 1987
Country Construction: German Democratic Republic
The number and power of ME: 1*589
Mark ME: 6NVD 48A-2U",,1 - Fixed pitched solid propeller,4,3*150,0,,0.0,0,"POLLUKS CO LTD
Address:Russia, 683009 Petropavlovsk-Kamchatskiy, pr. Tsiolkovskogo 9/1
IMO:1724990
Email:polluks2@mail.kamchatka.ru
Company Website:",MARCHEKAN,"[Trawler, Seiner]",589.0
910782,8860626,????-1,2001.0,UBXX,Nakhodka,Russia,KM(*) L3 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Purse net",30.04.1992,USSR,738,217,41,1220,54.8,50.0,10.1,9.0,5.0,4.1,12.0,Diesel,"Built ME: 1991
Country Construction: German Democratic Republic
The number and power of ME: 1*852
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,4,4*160,0,,0.0,0,"PACIFIC OCEAN FISHING COMPANY LTD
Address:Russia, 681000 Komsomolsk-na-Amure, prospekt Mira 38/3
IMO:
Email:trk@ns.kmscom.ru
Company Website:",MASTER,[Trawler],852.0
821644,8136790,??????,2013.0,UDKK,Okhotsk,Russia,KM(*) L2 (REF) fishing vessel,,Fishing,"Trawler, Stern-fishing, Refrigerated cargo machinery",30.06.1983,USSR,864,259,31,1999,53.7,47.9,10.7,10.0,6.0,4.3,12.7,Diesel,"Built ME: 1982
Country Construction: German Democratic Republic
The number and power of ME: 1*971
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,3,1*300 3*160,0,,0.0,0,"VOSTOKINVEST Co., Ltd
Address:Russia, 682488 Khabarovskiy kray, Okhotskiy rayon, p. Morskoy, ul. Tsentralnaya, 27
IMO:
Email:vostokinvest94@mail.ru
Company Website:vostokinvest94@mail.ru",MASTER,[Trawler],971.0
862150,8721117,,,UBIR,Petropavlovsk-Kamchatsky,Russia,KM(*) L2[1] AUT2 REF fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Potting, Fish processing",18.02.1988,USSR,4407,1322,181,5720,104.0,96.0,16.0,16.0,10.0,5.0,16.1,Diesel,"Built ME: 1986
Country Construction: USSR
The number and power of ME: 2*2574
Mark ME: 6CHN 40/46",,1 - Controllable pitch propeller,4,2*1600 3*160,0,,0.0,0,"JSC ""Okeanrybflot"" (public type)
Address:Russia, 683003 Petropavlovsk-Kamchatskiy, ul. Leningradskaya, 27
IMO:1529237
Email:telegraf@bor.kamchatka.ru, flot@bor.kamchatka.ru
Company Website:",MATVEYKUZMIN,[Trawler],5148.0
887073,8810451,MIYAGI MARU,2003.0,UAQZ,Nevelsk,Russia,(KM)* (REF) fishing vessel,,Fishing,"Refrigerated cargo machinery, Crab",16.02.1989,Japan,746,232,44,1183,57.0,50.0,9.0,9.0,4.0,3.8,13.0,Diesel,"Built ME: 1988
Country Construction: Japan
The number and power of ME: 1*1177
Mark ME: DM30FD",,1 - Controllable pitch propeller,4,2*320,0,,0.0,0,"Moneron Co., Ltd
Address:Russia, 693007 Yuzhno-Sakhalinsk, ul. Chekhova, d. 71
IMO:
Email:moneron-65@mail.ru
Company Website:",MATRITSA,[Others],1177.0
761886,7643930,,,UACP,Kaliningrad,Russia,KM(*) L3 R1 fishing vessel,,Fishing,"Side Trawler, Refrigerated cargo machinery",30.05.1977,USSR,196,58,8,329,31.6,29.1,7.3,7.0,3.0,2.0,9.5,Diesel,"Built ME: 1986
Country Construction: German Democratic Republic
The number and power of ME: 1*224
Mark ME: 8NVD 36-1U",,1 - Fixed pitched solid propeller,4,2*64,0,,0.0,0,"VLAK CO LTD
Address:Russia, 236000 Kaliningrad, Malyy pereulok, 17, office 302
IMO:1724558
Email:
Company Website:",MATROSOVO,[Trawler],224.0
931488,8942204,,,UEWB,Nevelsk,Russia,KM(*) L2 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Seiner, Drift net",14.10.1994,Russia,608,182,31,978,49.9,43.0,9.4,9.0,5.1,3.8,11.5,Diesel,"Built ME: 1993
Country Construction: Germany
The number and power of ME: 1*589
Mark ME: 6NVD 48A-2U",,1 - Fixed pitched solid propeller,4,3*150,0,,0.0,0,"OOO ""Promflot""
Address:Russia, 693005 Sakhalinskaya obl., Yuzhno-Sakhalinsk, Kholmskoe shosse, d. 30, of. 55
IMO:
Email:promflot@gmail.com
Company Website:",MAYAK,"[Trawler, Seiner]",589.0
744363,7426863,???????,2004.0,UGPO,Murmansk,Russia,KM* L3 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery",01.04.1974,Norway,1021,306,73,1587,56.0,50.0,10.6,10.0,7.0,4.5,12.0,Diesel,"Built ME: 1974
Country Construction: Germany
The number and power of ME: 1*1765
Mark ME: 8M 452 AK",,1 - Controllable pitch propeller,4,2*176 1*295,0,,0.0,0,"MURMAN SEAFOOD CO LTD
Address:Russia, 183038 Murmansk, ul. Karla Marksa, 28
IMO:5113702
Email:fleet@msf.mels.ru
Company Website:",MELKART,[Trawler],1765.0
877090,8701959,LANGVIN,2008.0,UBBF3,Murmansk,Russia,KM* L4 AUT1 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery",15.12.1987,Sweden,1725,517,64,2134,56.0,48.4,14.2,14.2,7.0,5.0,13.0,Diesel,"Built ME: 1987
Country Construction: Norway
The number and power of ME: 1*2941
Mark ME: BRM-8",,1 - Controllable pitch propeller,4,1*1280 1*564 1*252,0,,0.0,0,"MURMAN SEAFOOD CO LTD
Address:Russia, 183038 Murmansk, ul. Karla Marksa, 28
IMO:5113702
Email:fleet@msf.mels.ru
Company Website:",MELKART2,[Trawler],2941.0
887687,8801931,ANDOYBUEN,2011.0,UBYH5,Murmansk,Russia,KM* L4 AUT1 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery",02.12.1988,Norway,1808,542,89,2482,62.0,55.0,13.0,13.0,8.0,5.4,15.0,Diesel,"Built ME: 1988
Country Construction: Norway
The number and power of ME: 1*3000
Mark ME: 10V28B",,1 - Controllable pitch propeller,4,1*370 1*1507,0,,0.0,0,"MURMAN SEAFOOD CO LTD
Address:Russia, 183038 Murmansk, ul. Karla Marksa, 28
IMO:5113702
Email:fleet@msf.mels.ru
Company Website:",MELKART3,[Trawler],3000.0
836739,8324165,EIKYU MARU NO. 51,2010.0,UBNH4,Kholmsk,Russia,(KM)* R1 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery",01.04.1984,Japan,260,78,19,545,38.0,33.0,7.0,7.0,4.6,3.0,14.0,Diesel,"Built ME: 1983
Country Construction: Japan
The number and power of ME: 1*1030
Mark ME:",,1 - Controllable pitch propeller,4,2*144,0,,0.0,0,"FLINT CO LTD
Address:Russia, 693008 Sakhalinskaya obl., Yuzhno-Sakhalinsk, pr-t Pobedy, d. 67, kv. 3
IMO:
Email:wolfgrey@sakhalin.ru
Company Website:",MERTSANA,[Trawler],1030.0
824913,8225515,HERCULES,1995.0,UCEU,Nakhodka,Russia,KM* L2[1] REF fishing vessel,,Fishing,"Fish factory, Stern Trawler, Refrigerated cargo machinery",29.09.1982,Germany,4014,1204,212,5500,101.8,94.0,15.0,15.0,9.0,5.0,14.4,Diesel,"Built ME: 1982
Country Construction: Germany
The number and power of ME: 1*2854
Mark ME: 8ZD 72/48-AL1",,1 - Controllable pitch propeller,3,2*560 2*480 1*960,0,,0.0,0,"""NAKHODKA ACTIVE MARINE FISHERY BASE"", PJSC
Address:Russia, 692900 Nakhodka, ulitsa Makarova 5
IMO:1316095
Email:info@bamr.ru
Company Website:www.bamr.ru",MEKHANIKBRYZGALIN,[Trawler],2854.0
922934,8907125,GEYSIR,2012.0,UHSY,Murmansk,Russia,KM* L4 fishing vessel,,Fishing,"Fish factory, Stern Trawler, Refrigerated cargo machinery",10.02.1994,Spain,7665,2340,643,11410,105.0,89.0,20.6,20.0,14.0,9.1,14.5,Diesel,"Built ME: 1992
Country Construction: Spain
The number and power of ME: 1*5920
Mark ME: 16V 32D",,1 - Controllable pitch propeller,4,1*2560 2*960 1*240,0,,0.0,0,"PJSC ""MURMANSK TRAWL FLEET""
Address:Russia, 183038 Murmansk, ulitsa Shmidta 43
IMO:4001177
Email:mtf@mtf.ru
Company Website:",MEKHANIKKOVTUN,[Trawler],5920.0
910994,8860121,,,UFAL,Nakhodka,Russia,KM(*) L2[1] (REF) fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Seiner, Purse net",25.06.1992,USSR,738,221,32,1228,53.0,47.9,10.7,10.0,6.0,4.0,12.6,Diesel,"Built ME: 1991
Country Construction: Germany
The number and power of ME: 1*970
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,3,3*160 1*300,0,,0.0,0,"PREOBRAZHENSKAYA BASA OF TRAWLING FLEET, PUBLIC JOINT-STOCK COMPANY
Address:Russia, 692998 Primorskiy kr., Lazovskiy r-n, pos.Preobrazhenie, ul. Portovaya, d. 1
IMO:1529360
Email:general@pbtf.ru, sbm@pbtf.ru; mss@pbtf.ru
Company Website:",MEKHANIKROMANCHA,"[Trawler, Seiner]",970.0
101593,9591296,,,UBLM9,Murmansk,Russia,KM* Ice1 AUT1 REF fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery",20.10.2014,Indonesia,8210,2545,764,12502,114.9,102.0,20.2,20.0,12.8,8.0,17.6,Diesel,"Built ME: 2011
Country Construction: Korea
The number and power of ME: 1*8000
Mark ME: 16V32/40",,1 - Controllable pitch propeller,4,1*1320 1*2310 1*3000 1*500,0,,0.0,0,"ROBINZON CO LTD
Address:Russia, 183950 Murmansk, ul. Podgornaya, 45
IMO:
Email:info@robinzonltd.ru, ab@robinzonltd.ru
Company Website:",MEKHANIKSERGEYAGAPOV,[Trawler],8000.0
832032,8227707,,,UGFT,Kholmsk,Russia,KM(*) L2[1] fishing vessel,,Fishing,"Side-fishing, Stern Trawler, Refrigerated cargo machinery, Purse net",31.05.1984,USSR,738,221,33,1205,53.7,47.9,10.7,10.0,6.0,4.2,12.7,Diesel,"Built ME: 1983
Country Construction: German Democratic Republic
The number and power of ME: 1*971
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,3,3*160 1*300,0,,0.0,0,"Mineraltransgrupp LLC
Address:Russia, 690089 Primorskiy kr., Vladivostok, ul. Tukhachevskogo, d. 66a
IMO:
Email:mineraltg@mail.ru
Company Website:",MILKOVO,[Trawler],971.0
852356,8721105,????? ????????,2005.0,UDNJ,Petropavlovsk-Kamchatsky,Russia,KM(*) L2[1] AUT2 REF fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Potting, Fish processing",01.05.1986,USSR,4407,1322,181,5720,104.0,96.0,16.0,16.0,10.0,5.0,16.1,Diesel,"Built ME: 1985
Country Construction: USSR
The number and power of ME: 2*2574
Mark ME: 6CHN 40/46",,1 - Controllable pitch propeller,4,2*1600 2*200 1*150,0,,0.0,0,"JSC ""Okeanrybflot"" (public type)
Address:Russia, 683003 Petropavlovsk-Kamchatskiy, ul. Leningradskaya, 27
IMO:1529237
Email:telegraf@bor.kamchatka.ru, flot@bor.kamchatka.ru
Company Website:",MINISTRISHKOV,[Trawler],5148.0
130030,9657959,,,UBCY,Murmansk,Russia,KM(*) Ice3 AUT1 REF fishing vessel,DNV,Fishing,Stern Trawler,27.11.2014,Croatia,2427,777,131,3428,63.8,57.2,13.0,13.0,8.0,6.0,14.5,Diesel,"Built ME: 2012
Country Construction: Finland
The number and power of ME: 1*4500
Mark ME: W9L32",,1 - Fixed pitched solid propeller,4,1*2250 1*1250,0,,0.0,0,"MURMANSELD 2 LTD
Address:Russia, 183025 Murmansk, ul. Polyarnye zori, 22
IMO:1856093
Email:murmanseld2@mail.ru
Company Website:",MIRAKH,[Trawler],4500.0
860121,8722757,,,UANG,Murmansk,Russia,KM(*) L3 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Purse net",17.04.1987,USSR,735,220,36,1220,54.8,50.0,9.9,9.0,5.0,4.1,12.0,Diesel,"Built ME: 1986
Country Construction: German Democratic Republic
The number and power of ME: 1*852
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,4,4*160,0,,0.0,0,"ECOSOYUZ CO LTD
Address:Russia, 183038 Murmansk, ul.Podgornaya, 86, of.411
IMO:
Email:ecosojuz@mail.ru
Company Website:",MIRGOROD,[Trawler],852.0
821451,8136685,,,UBKU,Petropavlovsk-Kamchatsky,Russia,KM(*) L3 fishing vessel,,Fishing,"Side-fishing, Seiner, Drift net",30.06.1983,USSR,172,51,8,321,33.9,30.0,7.0,7.0,3.6,2.0,9.1,Diesel,"Built ME: 2001
Country Construction: Korea
The number and power of ME: 1*353
Mark ME: V158TIH",,1 - Fixed pitched solid propeller,3,2*86 1*28,0,,0.0,0,"PETROPAVLOVSK-KAMCHATSKIY RYBOKONSERVNYY ZAVOD LTD
Address:Russia, 683902 Petropavlovsk-Kamchatskiy, ul. Chitinskaya, 2
IMO:
Email:blafwest@yandex.ru
Company Website:",MIRNYY,[Seiner],353.0
800582,7703986,PILOT WHALE,2013.0,UAMY,Kaliningrad,Russia,KM(*) L1 AUT2 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Potting",24.11.1980,Poland,3834,1150,158,4909,94.0,85.0,15.9,15.0,10.0,5.6,15.7,Diesel,"Built ME: 1980
Country Construction: Poland
The number and power of ME: 1*3825
Mark ME: 8ZL 40/48",,1 - Controllable pitch propeller,4,2*800 1*1200,0,,0.0,0,"TRANSCO CO., Ltd
Address:Russia, 236029 Kaliningrad, ul. professora Baranova, 34, kabinet 525/1
IMO:5009612
Email:transco.office@gazinter.net
Company Website:",MIKHAILVERBITSKIY,[Trawler],3825.0
841667,8423557,???????? ????,2006.0,UFWW,Petropavlovsk-Kamchatsky,Russia,KM(*) L2[1] AUT2 REF fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Potting, Fish processing",31.05.1985,USSR,4407,1322,181,5720,104.0,96.0,16.0,16.0,10.0,5.0,16.1,Diesel,"Built ME: 1984
Country Construction: USSR
The number and power of ME: 2*2574
Mark ME: 6CHN 40/46",,1 - Controllable pitch propeller,4,2*1600 3*200,0,,0.0,0,"COLLECTIVE FARM FISHERY BY V.I.LENIN
Address:Russia, 683905 Petropavlovsk-Kamchatskiy, ulitsa Kosmonavtov, 40
IMO:1536738
Email:role@kolhlen.kamchatka.ru
Company Website:",MIKHAILSTARITSYN,[Trawler],5148.0
870301,8721612,,,UARK,Murmansk,Russia,KM(*) L3 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Purse net",14.08.1987,USSR,745,223,41,1220,54.8,50.0,9.9,9.0,5.0,4.1,12.0,Diesel,"Built ME: 1986
Country Construction: German Democratic Republic
The number and power of ME: 1*852
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,4,4*160,0,,0.0,0,"AGRICULTURAL INDUSTRIAL COOPERATIVE FISHING COLLECTIVE ""PRILIV""
Address:Russia, 164764 Arkhangelskaya oblasty, Mezenskiy rayon, s. Ruchyi
IMO:1563560
Email:rkpriliv@mail.ru
Company Website:",MICHURINSK,[Trawler],852.0
801320,8131661,,,UDDY,Nevelsk,Russia,KM(*) L2[1] (REF) fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Potting, Fish processing",18.02.1981,German Democratic Republic,3965,1189,200,5504,101.4,91.0,15.2,15.0,9.0,5.0,14.7,Diesel,"Built ME: 1980
Country Construction: German Democratic Republic
The number and power of ME: 1*2853
Mark ME: 8ZD 72/48-AL1",,1 - Controllable pitch propeller,3,1*960 2*560 2*480,0,,0.0,0,"MAGELLAN CO LTD
Address:Russia, 693011 Yuzhno-Sakhalinsk, ul.Chekhova 72, office 17
IMO:5617711
Email:magellanooo@mail.ru
Company Website:",MLECHNYIPUT,[Trawler],2853.0
843395,8330413,????-0669,2000.0,UIQY,Petropavlovsk-Kamchatsky,Russia,KM(*) L3 R1 fishing vessel,,Fishing,"Stern Trawler, Shrimp trawl, Pair trawler",12.12.1984,USSR,121,36,3,174,25.0,22.0,7.0,6.0,3.0,2.3,9.5,Diesel,"Built ME: 2012
Country Construction: China
The number and power of ME: 1*373
Mark ME: KTA 19M",,1 - Fixed pitched solid propeller,4,2*90,0,,0.0,0,"KAMRYBFLOT LLC
Address:Russia, 684017 Kamchatskiy kray, Elizovskiy rayon, p.Svetlyy, ul. Kooperativnaya, 20
IMO:
Email:zhurnalev@mail.ru
Company Website:",MM0669,[Trawler],373.0
877688,8708139,DNESTR,2014.0,UCDP,Nevelsk,Russia,(KM)* fishing vessel,,Fishing,"Side-fishing, Refrigerated cargo machinery",17.12.1987,Japan,1061,318,55,1767,68.1,60.4,10.0,10.0,4.0,4.1,14.5,Diesel,"Built ME: 1987
Country Construction: Japan
The number and power of ME: 1*1545
Mark ME: DM40AKD",,1 - Controllable pitch propeller,4,3*360,0,,0.0,0,"Moneron Co., Ltd
Address:Russia, 693007 Yuzhno-Sakhalinsk, ul. Chekhova, d. 71
IMO:
Email:moneron-65@mail.ru
Company Website:",MONERON,[Others],1545.0
875983,8704963,????????,2006.0,UBOM,Magadan,Russia,KM* Ice3 AUT1 (REF) fishing vessel,,Fishing,"Fish factory, Stern Trawler, Refrigerated cargo machinery",18.04.1989,Norway,2604,984,133,3971,75.3,67.1,13.0,13.0,8.3,6.0,13.5,Diesel,"Built ME: 1989
Country Construction: Finland
The number and power of ME: 1*3000
Mark ME: 8R 32D",,1 - Controllable pitch propeller,4,1*1520 1*656 1*650,0,,0.0,0,"TIKHRYBKOM CO., LTD
Address:Russia, 685000 Magadan, ul. Portovaya, d. 1
IMO:1789000
Email:main@seawolf.magadan.su
Company Website:",MORSKOYVOLK,[Trawler],3000.0
870246,8722111,???? ????,2003.0,UDII,Murmansk,Russia,KM(*) L2 fishing vessel,,Fishing,"Refrigerated cargo machinery, Crab",05.10.1987,USSR,837,251,37,1228,53.7,47.9,10.7,10.0,6.0,4.3,12.7,Diesel,"Built ME: 1986
Country Construction: German Democratic Republic
The number and power of ME: 1*971
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,3,1*490 3*160,0,,0.0,0,"NOTHERN SEA ALLIANCE CO LTD
Address:Russia, 183038 Murmansk, ul.Tralovaya, 43
IMO:
Email:arcticservice@mail.ru
Company Website:",MORSKOYBRIZ,[Others],971.0
811892,8033053,???????,1999.0,UCFH,Murmansk,Russia,KM(*) L2[1] AUT2 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Potting, Fish processing",30.11.1981,USSR,4379,1313,181,5720,103.0,96.0,16.0,16.0,10.0,5.0,16.1,Diesel,"Built ME: 1980
Country Construction: USSR
The number and power of ME: 2*2574
Mark ME: 6CHN 40/46 OM4",,1 - Controllable pitch propeller,4,2*1600 3*160,0,,0.0,0,"ROBINZON CO LTD
Address:Russia, 183950 Murmansk, ul. Podgornaya, 45
IMO:
Email:info@robinzonltd.ru, ab@robinzonltd.ru
Company Website:",MORSKOYPRIBOY,[Trawler],5148.0
